OG	Median OG length (bp)	Proportion contexts near scaffold edge	Number of genomes with OG	Number of instances	Context variability score	Context variability score - complete contexts	Context entropy score	Context entropy score - complete contexts	Number of distinct neighbor OGs	Number of distinct OGs from complete contexts	Avg. number of distinct neighbor OGs	Avg. number of distinct neighbor OGs from complete contexts
OG0007327	1206.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007328	681.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007329	96.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007330	207.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007331	552.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007332	1119.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007333	297.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007334	351.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007335	783.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007336	1221.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007337	576.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007338	903.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007339	459.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007340	771.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007341	396.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007342	585.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007343	417.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007344	327.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007345	387.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007346	138.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007347	216.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007348	522.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007349	216.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007350	774.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007351	99.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007352	141.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007353	105.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007354	111.0	1.0	1	1	1.0	NA	2.77	NA	16	0	16	16
OG0007355	279.0	0.0	1	1	1.0	1.0	3.56	3.56	35	35	35	35
OG0007356	234.0	0.0	1	1	1.0	1.0	3.69	3.69	40	40	40	40
OG0007357	213.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007358	333.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007359	102.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007360	120.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007361	333.0	0.0	1	1	1.0	1.0	2.4	2.4	11	11	11	11
OG0007362	7881.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007363	465.0	0.0	1	1	1.0	1.0	2.2	2.2	9	9	9	9
OG0007364	342.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007365	1215.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007366	90.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007367	297.0	1.0	1	1	1.0	NA	2.4	NA	11	0	11	11
OG0007368	174.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007369	576.0	0.0	1	1	1.0	1.0	2.2	2.2	9	9	9	9
OG0007370	465.0	0.0	1	1	1.0	1.0	2.2	2.2	9	9	9	9
OG0007371	6357.0	0.0	1	1	1.0	1.0	2.4	2.4	11	11	11	11
OG0007372	90.0	0.0	1	1	1.0	1.0	2.4	2.4	11	11	11	11
OG0007373	162.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007374	129.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007375	231.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007376	270.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007377	162.0	0.0	1	1	1.0	1.0	3.69	3.69	40	40	40	40
OG0007378	267.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007379	132.0	0.0	1	1	1.0	1.0	3.5	3.5	33	33	33	33
OG0007380	372.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007381	213.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007382	246.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007383	399.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007384	261.0	0.0	1	1	1.0	1.0	3.64	3.64	38	38	38	38
OG0007385	225.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007386	567.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007387	228.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007388	111.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007389	183.0	0.0	1	1	1.0	1.0	3.47	3.47	32	32	32	32
OG0007390	408.0	0.0	1	1	1.0	1.0	3.53	3.53	34	34	34	34
OG0007391	663.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007392	363.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007393	1293.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007394	501.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007395	225.0	0.0	1	1	1.0	1.0	3.33	3.33	28	28	28	28
OG0007396	90.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007397	495.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007398	144.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007399	948.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007400	1344.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007401	1092.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007402	246.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007403	171.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007404	366.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007405	219.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007406	243.0	0.0	1	1	1.0	1.0	3.61	3.61	37	37	37	37
OG0007407	114.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007408	285.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007409	990.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007410	225.0	0.0	1	1	1.0	1.0	3.37	3.37	29	29	29	29
OG0007411	117.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007412	183.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007413	309.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007414	222.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007415	102.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007416	168.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007417	102.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007418	93.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007419	435.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007420	141.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007421	14424.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007422	423.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007423	327.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007424	213.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007425	1911.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007426	555.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007427	495.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007428	303.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007429	441.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007430	5565.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007431	855.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007432	306.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007433	26898.0	0.0	1	1	1.0	1.0	2.3	2.3	10	10	10	10
OG0007434	1383.0	0.0	1	1	1.0	1.0	1.1	1.1	3	3	3	3
OG0007435	288.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007436	885.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007437	46716.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007438	1617.0	0.0	1	1	1.0	1.0	2.08	2.08	8	8	8	8
OG0007439	507.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007440	7629.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007441	996.0	0.0	1	1	1.0	1.0	2.2	2.2	9	9	9	9
OG0007442	3891.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007443	2595.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007444	546.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007445	522.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007446	417.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007447	2061.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007448	396.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007449	528.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007450	633.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007451	546.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007452	141.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007453	405.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007454	642.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007455	1743.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007456	41991.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007457	888.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007458	8253.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007459	231.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007460	351.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007461	8226.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007462	5304.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007463	168.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007464	2487.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007465	6888.0	0.0	1	1	1.0	1.0	1.95	1.95	7	7	7	7
OG0007466	243.0	0.0	1	1	1.0	1.0	2.4	2.4	11	11	11	11
OG0007467	468.0	0.0	1	1	1.0	1.0	2.4	2.4	11	11	11	11
OG0007468	1200.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007469	792.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007470	204.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007471	351.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007472	282.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007473	135.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007474	1467.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007475	234.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007476	7539.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007477	216.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007478	186.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007479	210.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007480	114.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007481	321.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007482	159.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007483	174.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007484	105.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007485	282.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007486	213.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007487	141.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007488	1080.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007489	555.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007490	708.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007491	627.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007492	180.0	0.0	1	1	1.0	1.0	3.56	3.56	35	35	35	35
OG0007493	90.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007494	168.0	0.0	1	1	1.0	1.0	3.3	3.3	27	27	27	27
OG0007495	111.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007496	150.0	1.0	1	1	1.0	NA	1.39	NA	4	0	4	4
OG0007497	135.0	1.0	1	1	1.0	NA	1.1	NA	3	0	3	3
OG0007498	216.0	1.0	1	1	1.0	NA	1.1	NA	3	0	3	3
OG0007499	102.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007500	351.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007501	480.0	1.0	1	1	1.0	NA	2.2	NA	9	0	9	9
OG0007502	423.0	1.0	1	1	1.0	NA	2.2	NA	9	0	9	9
OG0007503	150.0	1.0	1	1	1.0	NA	0.69	NA	2	0	2	2
OG0007504	330.0	1.0	1	1	1.0	NA	0.69	NA	2	0	2	2
OG0007505	210.0	1.0	1	1	1.0	NA	NA	NA	1	0	1	1
OG0007506	108.0	1.0	1	1	1.0	NA	2.71	NA	15	0	15	15
OG0007507	93.0	1.0	1	1	1.0	NA	2.56	NA	13	0	13	13
OG0007508	1317.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007509	651.0	0.0	1	1	1.0	1.0	3.3	3.3	27	27	27	27
OG0007510	177.0	1.0	1	1	1.0	NA	1.95	NA	7	0	7	7
OG0007511	714.0	1.0	1	1	1.0	NA	NA	NA	1	0	1	1
OG0007512	561.0	1.0	1	1	1.0	NA	0.69	NA	2	0	2	2
OG0007513	156.0	1.0	1	1	1.0	NA	NA	NA	1	0	1	1
OG0007514	351.0	1.0	1	1	1.0	NA	NA	NA	1	0	1	1
OG0007515	183.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007516	150.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007517	522.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007518	453.0	1.0	1	1	1.0	NA	3.0	NA	20	0	20	20
OG0007519	195.0	1.0	1	1	1.0	NA	2.77	NA	16	0	16	16
OG0007520	861.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007521	81.0	1.0	1	1	1.0	NA	2.2	NA	9	0	9	9
OG0007522	138.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007523	717.0	1.0	1	1	1.0	NA	2.2	NA	9	0	9	9
OG0007524	270.0	1.0	1	1	1.0	NA	2.2	NA	9	0	9	9
OG0007525	207.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007526	501.0	1.0	1	1	1.0	NA	2.56	NA	13	0	13	13
OG0007527	150.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007528	189.0	1.0	1	1	1.0	NA	2.83	NA	17	0	17	17
OG0007529	381.0	1.0	1	1	1.0	NA	2.64	NA	14	0	14	14
OG0007530	144.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007531	633.0	1.0	1	1	1.0	NA	2.56	NA	13	0	13	13
OG0007532	195.0	1.0	1	1	1.0	NA	1.61	NA	5	0	5	5
OG0007533	174.0	1.0	1	1	1.0	NA	0.69	NA	2	0	2	2
OG0007534	99.0	1.0	1	1	1.0	NA	3.18	NA	24	0	24	24
OG0007535	315.0	1.0	1	1	1.0	NA	2.48	NA	12	0	12	12
OG0007536	186.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007537	105.0	1.0	1	1	1.0	NA	2.56	NA	13	0	13	13
OG0007538	1011.0	1.0	1	1	1.0	NA	NA	NA	1	0	1	1
OG0007539	372.0	1.0	1	1	1.0	NA	2.56	NA	13	0	13	13
OG0007540	303.0	1.0	1	1	1.0	NA	2.64	NA	14	0	14	14
OG0007541	444.0	1.0	1	1	1.0	NA	2.64	NA	14	0	14	14
OG0007542	519.0	1.0	1	1	1.0	NA	2.64	NA	14	0	14	14
OG0007543	651.0	1.0	1	1	1.0	NA	2.56	NA	13	0	13	13
OG0007544	225.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007545	720.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007546	174.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007547	222.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007548	264.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007549	195.0	0.0	1	1	1.0	1.0	2.71	2.71	15	15	15	15
OG0007550	108.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007551	186.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007552	93.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007553	303.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007554	129.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007555	294.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007556	606.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007557	315.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007558	111.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007559	195.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007560	150.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007561	186.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007562	126.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007563	135.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007564	258.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007565	825.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007566	207.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007567	237.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007568	162.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007569	159.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007570	171.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007571	249.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007572	387.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007573	165.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007574	267.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007575	174.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007576	279.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007577	324.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007578	165.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007579	330.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007580	219.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007581	225.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007582	177.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007583	213.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007584	120.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007585	120.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007586	144.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007587	246.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007588	354.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007589	129.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007590	264.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007591	135.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007592	162.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007593	273.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007594	189.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007595	240.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007596	405.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007597	222.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007598	150.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007599	234.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007600	120.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007601	321.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007602	186.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007603	270.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007604	120.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007605	141.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007606	147.0	0.0	1	1	1.0	1.0	3.3	3.3	27	27	27	27
OG0007607	153.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007608	234.0	0.0	1	1	1.0	1.0	3.26	3.26	26	26	26	26
OG0007609	243.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007610	135.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007611	195.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007612	162.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007613	168.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007614	135.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007615	120.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007616	189.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007617	93.0	0.0	1	1	1.0	1.0	2.64	2.64	14	14	14	14
OG0007618	315.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007619	285.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007620	228.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007621	186.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007622	204.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007623	243.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007624	327.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007625	144.0	0.0	1	1	1.0	1.0	3.04	3.04	21	21	21	21
OG0007626	129.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007627	219.0	0.0	1	1	1.0	1.0	3.22	3.22	25	25	25	25
OG0007628	147.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007629	249.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007630	99.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007631	102.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007632	156.0	0.0	1	1	1.0	1.0	2.89	2.89	18	18	18	18
OG0007633	279.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007634	420.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007635	459.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007636	435.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007637	585.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007638	153.0	0.0	1	1	1.0	1.0	2.77	2.77	16	16	16	16
OG0007639	369.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007640	105.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007641	117.0	0.0	1	1	1.0	1.0	3.09	3.09	22	22	22	22
OG0007642	4899.0	0.0	1	1	1.0	1.0	2.83	2.83	17	17	17	17
OG0007643	588.0	0.0	1	1	1.0	1.0	2.56	2.56	13	13	13	13
OG0007644	135.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007645	102.0	0.0	1	1	1.0	1.0	3.43	3.43	31	31	31	31
OG0007646	93.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007647	222.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007648	507.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007649	147.0	0.0	1	1	1.0	1.0	3.14	3.14	23	23	23	23
OG0007650	1401.0	1.0	1	1	1.0	NA	3.0	NA	20	0	20	20
OG0007651	102.0	1.0	1	1	1.0	NA	2.3	NA	10	0	10	10
OG0007652	162.0	1.0	1	1	1.0	NA	2.89	NA	18	0	18	18
OG0007653	1161.0	0.0	1	1	1.0	1.0	2.94	2.94	19	19	19	19
OG0007654	237.0	0.0	1	1	1.0	1.0	3.0	3.0	20	20	20	20
OG0007655	177.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007656	453.0	0.0	1	1	1.0	1.0	3.18	3.18	24	24	24	24
OG0007657	861.0	1.0	1	1	1.0	NA	2.64	NA	14	0	14	14
